season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,demand_high
4,1,10,13,0,3,1,1,0.42,0.5,0.2239,213,1
4,1,10,14,0,3,1,2,0.42,0.5,0.2239,224,1
4,1,10,15,0,3,1,1,0.42,0.54,0.1642,230,1
4,1,10,16,0,3,1,2,0.42,0.54,0.2239,424,1
4,1,10,17,0,3,1,2,0.4,0.58,0.1642,723,1
4,1,10,18,0,3,1,2,0.4,0.58,0.1642,584,1
4,1,10,19,0,3,1,2,0.4,0.5,0.194,410,1
4,1,10,20,0,3,1,2,0.4,0.5,0.194,268,1
4,1,10,21,0,3,1,2,0.4,0.5,0.194,192,1
4,1,10,22,0,3,1,1,0.36,0.57,0.1343,165,1
4,1,10,23,0,3,1,1,0.36,0.57,0.0896,101,0
4,1,11,0,0,4,1,1,0.36,0.57,0.0896,60,0
4,1,11,1,0,4,1,1,0.3,0.75,0.1045,30,0
4,1,11,2,0,4,1,1,0.32,0.66,0.1343,20,0
4,1,11,3,0,4,1,1,0.34,0.61,0.1343,15,0
4,1,11,4,0,4,1,2,0.34,0.66,0.1045,10,0
4,1,11,5,0,4,1,1,0.34,0.66,0.1343,40,0
4,1,11,6,0,4,1,1,0.34,0.61,0.1642,148,1
4,1,11,7,0,4,1,2,0.36,0.57,0.1642,420,1
4,1,11,8,0,4,1,2,0.36,0.56,0.1045,680,1
4,1,11,9,0,4,1,3,0.36,0.57,0.1045,331,1
4,1,11,10,0,4,1,3,0.36,0.62,0.194,146,1
4,1,11,11,0,4,1,3,0.36,0.62,0.194,170,1
4,1,11,12,0,4,1,3,0.38,0.62,0.1642,221,1
4,1,11,13,0,4,1,2,0.4,0.58,0.1642,248,1
4,1,11,14,0,4,1,2,0.4,0.5,0.2239,185,1
4,1,11,15,0,4,1,2,0.4,0.54,0.1642,214,1
4,1,11,16,0,4,1,2,0.4,0.54,0.1642,344,1
4,1,11,17,0,4,1,3,0.4,0.5,0.2239,689,1
4,1,11,18,0,4,1,2,0.4,0.5,0.1642,678,1
4,1,11,19,0,4,1,2,0.4,0.5,0.1642,452,1
4,1,11,20,0,4,1,2,0.38,0.54,0.2537,296,1
4,1,11,21,0,4,1,2,0.38,0.54,0.1343,267,1
4,1,11,22,0,4,1,1,0.36,0.57,0.1642,202,1
4,1,11,23,0,4,1,1,0.34,0.57,0.1642,120,0
4,1,11,0,0,5,1,1,0.34,0.57,0.1642,50,0
4,1,11,1,0,5,1,1,0.32,0.66,0.1642,24,0
4,1,11,2,0,5,1,1,0.32,0.66,0.1642,10,0
4,1,11,3,0,5,1,1,0.3,0.7,0.1642,3,0
4,1,11,4,0,5,1,1,0.3,0.7,0.1045,7,0
4,1,11,5,0,5,1,2,0.32,0.66,0.1642,26,0
4,1,11,6,0,5,1,1,0.3,0.7,0.1642,122,0
4,1,11,7,0,5,1,2,0.3,0.7,0.1343,357,1
4,1,11,8,0,5,1,1,0.32,0.57,0.1045,687,1
4,1,11,9,0,5,1,1,0.34,0.53,0.1045,382,1
4,1,11,10,0,5,1,1,0.38,0.46,0.2985,204,1
4,1,11,11,0,5,1,1,0.42,0.41,0.4179,221,1
4,1,11,12,0,5,1,1,0.42,0.41,0.3582,292,1
4,1,11,13,0,5,1,1,0.4,0.43,0.3582,294,1
4,1,11,14,0,5,1,2,0.4,0.4,0.4925,262,1
4,1,11,15,0,5,1,2,0.4,0.4,0.4179,306,1
4,1,11,16,0,5,1,1,0.38,0.4,0.3284,421,1
4,1,11,17,0,5,1,1,0.38,0.4,0.3284,638,1
4,1,11,18,0,5,1,2,0.38,0.43,0.3284,522,1
4,1,11,19,0,5,1,2,0.38,0.43,0.2985,374,1
4,1,11,20,0,5,1,2,0.36,0.46,0.4179,221,1
4,1,11,21,0,5,1,2,0.36,0.46,0.3582,156,1
4,1,11,22,0,5,1,1,0.36,0.46,0.2537,149,1
4,1,11,23,0,5,1,1,0.34,0.53,0.2985,119,0
4,1,11,0,0,6,0,1,0.34,0.53,0.1642,108,0
4,1,11,1,0,6,0,2,0.34,0.49,0.3284,89,0
4,1,11,2,0,6,0,2,0.34,0.49,0.2537,46,0
4,1,11,3,0,6,0,2,0.34,0.49,0.2537,28,0
4,1,11,4,0,6,0,2,0.32,0.49,0.2985,16,0
4,1,11,5,0,6,0,2,0.32,0.49,0.2537,9,0
4,1,11,6,0,6,0,2,0.32,0.49,0.194,21,0
4,1,11,7,0,6,0,2,0.32,0.49,0.2537,59,0
4,1,11,8,0,6,0,2,0.34,0.46,0.2985,142,0
4,1,11,9,0,6,0,2,0.34,0.49,0.2985,219,1
4,1,11,10,0,6,0,1,0.36,0.46,0.3881,328,1
4,1,11,11,0,6,0,2,0.36,0.46,0.3881,340,1
4,1,11,12,0,6,0,2,0.36,0.46,0.4627,394,1
4,1,11,13,0,6,0,2,0.36,0.46,0.3582,449,1
4,1,11,14,0,6,0,2,0.36,0.5,0.3284,455,1
4,1,11,15,0,6,0,2,0.36,0.46,0.4478,448,1
4,1,11,16,0,6,0,2,0.36,0.46,0.3284,400,1
4,1,11,17,0,6,0,2,0.36,0.46,0.2985,410,1
4,1,11,18,0,6,0,2,0.36,0.46,0.2836,297,1
4,1,11,19,0,6,0,1,0.36,0.5,0.1642,239,1
4,1,11,20,0,6,0,1,0.34,0.53,0.1343,181,1
4,1,11,21,0,6,0,1,0.34,0.53,0.1045,166,1
4,1,11,22,0,6,0,1,0.32,0.57,0.1045,146,1
4,1,11,23,0,6,0,1,0.32,0.57,0.1045,148,1
4,1,11,0,0,0,0,1,0.3,0.61,0.1045,102,0
4,1,11,1,0,0,0,1,0.26,0.81,0.0896,165,1
4,1,11,2,0,0,0,1,0.3,0.65,0.0896,37,0
4,1,11,3,0,0,0,1,0.28,0.61,0.1045,11,0
4,1,11,4,0,0,0,1,0.26,0.65,0.1343,9,0
4,1,11,5,0,0,0,1,0.26,0.65,0.1045,5,0
4,1,11,6,0,0,0,1,0.28,0.61,0.1343,16,0
4,1,11,7,0,0,0,1,0.26,0.65,0.1045,50,0
4,1,11,8,0,0,0,1,0.3,0.56,0.1343,149,1
4,1,11,9,0,0,0,1,0.32,0.53,0.0896,217,1
4,1,11,10,0,0,0,1,0.34,0.49,0.194,360,1
4,1,11,11,0,0,0,1,0.38,0.46,0.2239,445,1
4,1,11,12,0,0,0,1,0.38,0.46,0.2239,504,1
4,1,11,13,0,0,0,1,0.4,0.43,0.2239,493,1
4,1,11,14,0,0,0,1,0.4,0.4,0.194,509,1
4,1,11,15,0,0,0,1,0.4,0.4,0.2239,449,1
4,1,11,16,0,0,0,1,0.4,0.4,0.3284,435,1
4,1,11,17,0,0,0,1,0.36,0.43,0.194,327,1
4,1,11,18,0,0,0,1,0.36,0.43,0.2239,237,1
4,1,11,19,0,0,0,1,0.36,0.43,0.2537,227,1
4,1,11,20,0,0,0,1,0.32,0.53,0.3582,141,0
4,1,11,21,0,0,0,1,0.3,0.52,0.2985,87,0
4,1,11,22,0,0,0,1,0.3,0.52,0.2836,79,0
4,1,11,23,0,0,0,2,0.3,0.56,0.1642,53,0
4,1,11,0,0,1,1,2,0.3,0.56,0.194,23,0
4,1,11,1,0,1,1,2,0.3,0.56,0.1642,8,0
4,1,11,2,0,1,1,2,0.3,0.56,0.1642,6,0
4,1,11,3,0,1,1,2,0.3,0.56,0.2239,4,0
4,1,11,4,0,1,1,2,0.3,0.52,0.2537,16,0
4,1,11,5,0,1,1,2,0.3,0.52,0.3284,39,0
4,1,11,6,0,1,1,2,0.3,0.49,0.2836,139,0
4,1,11,7,0,1,1,2,0.3,0.49,0.2537,461,1
4,1,11,8,0,1,1,2,0.3,0.49,0.2239,648,1
4,1,11,9,0,1,1,2,0.3,0.52,0.2836,257,1
4,1,11,10,0,1,1,1,0.32,0.49,0.2836,142,0
4,1,11,11,0,1,1,1,0.34,0.46,0.2239,150,1
4,1,11,12,0,1,1,1,0.36,0.43,0.3284,244,1
4,1,11,13,0,1,1,1,0.36,0.4,0.2537,222,1
4,1,11,14,0,1,1,1,0.38,0.4,0.1642,196,1
4,1,11,15,0,1,1,1,0.38,0.4,0.2836,231,1
4,1,11,16,0,1,1,1,0.36,0.43,0.2836,360,1
4,1,11,17,0,1,1,1,0.34,0.46,0.2239,638,1
4,1,11,18,0,1,1,1,0.34,0.46,0.2239,542,1
4,1,11,19,0,1,1,1,0.32,0.49,0.1642,372,1
4,1,11,20,0,1,1,1,0.32,0.49,0.2537,241,1
4,1,11,21,0,1,1,1,0.3,0.52,0.2836,152,1
4,1,11,22,0,1,1,1,0.28,0.56,0.194,115,0
4,1,11,23,0,1,1,1,0.26,0.6,0.1343,53,0
4,1,11,0,0,2,1,1,0.24,0.6,0.1045,19,0
4,1,11,1,0,2,1,1,0.24,0.6,0.1642,8,0
4,1,11,2,0,2,1,1,0.24,0.65,0.0896,2,0
4,1,11,3,0,2,1,1,0.22,0.64,0.1045,4,0
4,1,11,4,0,2,1,1,0.22,0.69,0.0896,7,0
4,1,11,5,0,2,1,2,0.22,0.64,0.194,41,0
4,1,11,6,0,2,1,1,0.22,0.69,0.1343,149,1
4,1,11,7,0,2,1,1,0.2,0.69,0.1642,387,1
4,1,11,8,0,2,1,1,0.22,0.69,0.1642,588,1
4,1,11,9,0,2,1,1,0.26,0.6,0.1642,363,1
4,1,11,10,0,2,1,1,0.3,0.49,0.194,230,1
4,1,11,11,0,2,1,1,0.32,0.45,0.1343,216,1
4,1,11,12,0,2,1,1,0.32,0.45,0.1343,248,1
4,1,11,13,0,2,1,1,0.34,0.46,0.1343,278,1
4,1,11,14,0,2,1,1,0.36,0.4,0.1045,240,1
4,1,11,15,0,2,1,1,0.34,0.46,0.2537,272,1
4,1,11,16,0,2,1,1,0.34,0.46,0.1642,402,1
4,1,11,17,0,2,1,1,0.32,0.53,0.2239,627,1
4,1,11,18,0,2,1,1,0.32,0.57,0.2985,497,1
4,1,11,19,0,2,1,1,0.3,0.56,0.2239,371,1
4,1,11,20,0,2,1,1,0.3,0.61,0.2239,228,1
4,1,11,21,0,2,1,2,0.3,0.56,0.2537,151,1
4,1,11,22,0,2,1,2,0.3,0.56,0.2239,153,1
4,1,11,23,0,2,1,1,0.3,0.56,0.2239,205,1
4,1,11,0,0,3,1,2,0.3,0.56,0.2836,283,1
4,1,11,1,0,3,1,2,0.28,0.61,0.2537,92,0
4,1,11,2,0,3,1,2,0.28,0.56,0.2985,74,0
4,1,11,3,0,3,1,2,0.28,0.52,0.3284,11,0
4,1,11,4,0,3,1,2,0.28,0.52,0.2985,9,0
4,1,11,5,0,3,1,2,0.28,0.52,0.3284,27,0
4,1,11,6,0,3,1,2,0.26,0.56,0.2836,118,0
4,1,11,7,0,3,1,2,0.26,0.56,0.2985,319,1
4,1,11,8,0,3,1,2,0.26,0.6,0.2836,601,1
4,1,11,9,0,3,1,2,0.26,0.6,0.2836,368,1
4,1,11,10,0,3,1,2,0.28,0.56,0.2985,178,1
4,1,11,11,0,3,1,2,0.32,0.51,0.3582,147,1
4,1,11,12,0,3,1,2,0.32,0.53,0.2836,212,1
4,1,11,13,0,3,1,2,0.32,0.53,0.2537,181,1
4,1,11,14,0,3,1,2,0.32,0.53,0.3582,161,1
4,1,11,15,0,3,1,2,0.32,0.53,0.2985,198,1
4,1,11,16,0,3,1,2,0.32,0.53,0.3582,273,1
4,1,11,17,0,3,1,2,0.32,0.53,0.3881,517,1
4,1,11,18,0,3,1,2,0.32,0.53,0.3582,465,1
4,1,11,19,0,3,1,2,0.3,0.56,0.2985,319,1
4,1,11,20,0,3,1,2,0.32,0.49,0.3284,256,1
4,1,11,21,0,3,1,2,0.32,0.49,0.2985,126,0
4,1,11,22,0,3,1,3,0.3,0.56,0.2537,60,0
4,1,11,23,0,3,1,3,0.28,0.65,0.2239,40,0
4,1,11,0,0,4,1,3,0.28,0.61,0.2239,15,0
4,1,11,1,0,4,1,3,0.3,0.52,0.3582,12,0
4,1,11,2,0,4,1,2,0.3,0.49,0.2239,6,0
4,1,11,4,0,4,1,2,0.3,0.45,0.2836,10,0
4,1,11,5,0,4,1,2,0.3,0.42,0.2239,35,0
4,1,11,6,0,4,1,1,0.3,0.39,0.2239,124,0
4,1,11,7,0,4,1,1,0.28,0.36,0.3881,423,1
4,1,11,8,0,4,1,1,0.3,0.33,0.2836,668,1
4,1,11,9,0,4,1,1,0.32,0.31,0.3582,275,1
4,1,11,10,0,4,1,1,0.32,0.31,0.3284,161,1
4,1,11,11,0,4,1,1,0.36,0.29,0.3881,171,1
4,1,11,12,0,4,1,1,0.4,0.24,0.4925,235,1
4,1,11,13,0,4,1,1,0.44,0.18,0.4179,228,1
4,1,11,14,0,4,1,1,0.44,0.18,0.4179,182,1
4,1,11,15,0,4,1,1,0.44,0.18,0.4179,233,1
4,1,11,16,0,4,1,1,0.42,0.16,0.3881,339,1
4,1,11,17,0,4,1,1,0.4,0.2,0.2985,592,1
4,1,11,18,0,4,1,1,0.4,0.24,0.4179,507,1
4,1,11,19,0,4,1,1,0.38,0.27,0.3582,373,1
4,1,11,20,0,4,1,1,0.38,0.29,0.4627,245,1
4,1,11,21,0,4,1,1,0.36,0.37,0.3881,233,1
4,1,11,22,0,4,1,1,0.34,0.42,0.2985,161,1
4,1,11,23,0,4,1,1,0.34,0.46,0.3582,87,0
4,1,11,0,0,5,1,1,0.34,0.49,0.3284,55,0
4,1,11,1,0,5,1,1,0.32,0.53,0.2836,20,0
4,1,11,2,0,5,1,1,0.32,0.53,0.2537,12,0
4,1,11,3,0,5,1,1,0.32,0.53,0.4179,9,0
4,1,11,4,0,5,1,1,0.32,0.53,0.3582,14,0
4,1,11,5,0,5,1,1,0.3,0.56,0.194,27,0
4,1,11,6,0,5,1,1,0.26,0.65,0.1045,131,0
4,1,11,7,0,5,1,1,0.26,0.65,0.1343,341,1
4,1,11,8,0,5,1,1,0.32,0.57,0.1642,693,1
4,1,11,9,0,5,1,1,0.34,0.53,0.4179,327,1
4,1,11,10,0,5,1,1,0.36,0.5,0.3284,197,1
4,1,11,11,0,5,1,1,0.4,0.47,0.2985,251,1
4,1,11,12,0,5,1,1,0.44,0.41,0.3284,262,1
4,1,11,13,0,5,1,1,0.46,0.38,0.2985,299,1
4,1,11,14,0,5,1,1,0.46,0.38,0.194,274,1
4,1,11,15,0,5,1,1,0.46,0.36,0.2239,356,1
4,1,11,16,0,5,1,1,0.46,0.38,0.1642,434,1
4,1,11,17,0,5,1,1,0.42,0.44,0.1343,654,1
4,1,11,18,0,5,1,1,0.42,0.44,0.1045,496,1
4,1,11,19,0,5,1,1,0.34,0.71,0.0896,361,1
4,1,11,20,0,5,1,1,0.36,0.66,0.1343,255,1
4,1,11,21,0,5,1,1,0.34,0.76,0.0896,199,1
4,1,11,22,0,5,1,1,0.34,0.71,0.1045,163,1
4,1,11,23,0,5,1,1,0.32,0.81,0.0896,162,1
4,1,11,0,0,6,0,1,0.32,0.76,0.0896,122,0
4,1,11,1,0,6,0,1,0.3,0.81,0.0896,76,0
4,1,11,2,0,6,0,1,0.32,0.81,0.0896,44,0
4,1,11,3,0,6,0,1,0.3,0.81,0.0896,20,0
4,1,11,4,0,6,0,1,0.26,0.87,0.1045,6,0
4,1,11,5,0,6,0,1,0.28,0.87,0.0896,10,0
4,1,11,6,0,6,0,1,0.24,0.93,0.0896,16,0
4,1,11,7,0,6,0,1,0.26,0.87,0.1045,71,0
4,1,11,8,0,6,0,1,0.32,0.76,0.0896,146,1
4,1,11,9,0,6,0,1,0.36,0.66,0.194,259,1
4,1,11,10,0,6,0,1,0.4,0.58,0.0896,350,1
4,1,11,11,0,6,0,1,0.4,0.58,0.1045,466,1
4,1,11,12,0,6,0,1,0.48,0.48,0.0896,606,1
4,1,11,13,0,6,0,1,0.52,0.39,0.0896,651,1
4,1,11,14,0,6,0,1,0.54,0.37,0.0896,627,1
4,1,11,15,0,6,0,1,0.52,0.45,0.0896,567,1
4,1,11,16,0,6,0,1,0.54,0.37,0.0896,605,1
4,1,11,17,0,6,0,1,0.5,0.45,0.194,501,1
4,1,11,18,0,6,0,1,0.44,0.54,0.1343,359,1
4,1,11,19,0,6,0,1,0.46,0.51,0.0896,283,1
4,1,11,20,0,6,0,1,0.44,0.54,0.0896,192,1
4,1,11,21,0,6,0,1,0.4,0.66,0.0896,220,1
4,1,11,22,0,6,0,1,0.38,0.71,0.0896,193,1
4,1,11,23,0,6,0,1,0.36,0.71,0.1045,146,1
4,1,11,0,0,0,0,1,0.34,0.81,0.0896,124,0
4,1,11,1,0,0,0,1,0.34,0.76,0.0896,108,0
4,1,11,2,0,0,0,1,0.32,0.87,0.1045,70,0
4,1,11,3,0,0,0,1,0.34,0.81,0.0896,48,0
4,1,11,4,0,0,0,1,0.32,0.81,0.1045,11,0
4,1,11,5,0,0,0,1,0.3,0.87,0.1343,12,0
4,1,11,6,0,0,0,1,0.3,0.87,0.0896,19,0
4,1,11,7,0,0,0,1,0.3,0.89,0.0896,68,0
4,1,11,8,0,0,0,1,0.32,0.87,0.1045,119,0
4,1,11,9,0,0,0,1,0.36,0.77,0.0896,273,1
4,1,11,10,0,0,0,1,0.4,0.69,0.1045,405,1
4,1,11,11,0,0,0,1,0.46,0.59,0.1343,504,1
4,1,11,12,0,0,0,1,0.5,0.48,0.0896,585,1
4,1,11,13,0,0,0,1,0.54,0.45,0.1045,686,1
4,1,11,14,0,0,0,1,0.6,0.33,0.1642,654,1
4,1,11,15,0,0,0,1,0.56,0.37,0.2239,724,1
4,1,11,16,0,0,0,1,0.54,0.42,0.2239,653,1
4,1,11,17,0,0,0,1,0.54,0.45,0.1642,493,1
4,1,11,18,0,0,0,1,0.52,0.45,0.1343,405,1
4,1,11,19,0,0,0,1,0.48,0.55,0.1343,277,1
4,1,11,20,0,0,0,1,0.44,0.62,0.1642,200,1
4,1,11,21,0,0,0,1,0.44,0.67,0.2239,171,1
4,1,11,22,0,0,0,1,0.42,0.71,0.194,134,0
4,1,11,23,0,0,0,1,0.42,0.71,0.194,109,0
4,1,11,0,1,1,0,1,0.42,0.71,0.1045,49,0
4,1,11,1,1,1,0,1,0.4,0.76,0.1642,30,0
4,1,11,2,1,1,0,1,0.4,0.76,0.1343,20,0
4,1,11,3,1,1,0,1,0.4,0.76,0.1343,4,0
4,1,11,4,1,1,0,1,0.4,0.76,0.0896,4,0
4,1,11,5,1,1,0,1,0.38,0.87,0.0896,24,0
4,1,11,6,1,1,0,1,0.38,0.87,0.1045,71,0
4,1,11,7,1,1,0,1,0.4,0.87,0.0896,264,1
4,1,11,8,1,1,0,1,0.42,0.82,0.1642,540,1
4,1,11,9,1,1,0,1,0.44,0.88,0.1045,397,1
4,1,11,10,1,1,0,1,0.48,0.77,0.1642,266,1
4,1,11,11,1,1,0,1,0.52,0.72,0.1642,367,1
4,1,11,12,1,1,0,1,0.56,0.64,0.2239,419,1
4,1,11,13,1,1,0,1,0.6,0.6,0.2239,420,1
4,1,11,14,1,1,0,1,0.58,0.6,0.2836,444,1
4,1,11,15,1,1,0,1,0.56,0.64,0.2537,382,1
4,1,11,16,1,1,0,1,0.56,0.64,0.1642,434,1
4,1,11,17,1,1,0,1,0.56,0.64,0.2836,596,1
4,1,11,18,1,1,0,1,0.52,0.72,0.1343,551,1
4,1,11,19,1,1,0,1,0.54,0.73,0.2836,353,1
4,1,11,20,1,1,0,2,0.52,0.77,0.2836,304,1
4,1,11,21,1,1,0,3,0.54,0.73,0.2239,155,1
4,1,11,22,1,1,0,1,0.52,0.77,0.2537,112,0
4,1,11,23,1,1,0,2,0.54,0.77,0.2239,63,0
4,1,11,0,0,2,1,2,0.52,0.83,0.2836,23,0
4,1,11,1,0,2,1,3,0.44,0.88,0.6418,5,0
4,1,11,2,0,2,1,3,0.36,0.87,0.4478,11,0
4,1,11,3,0,2,1,3,0.36,0.87,0.3582,5,0
4,1,11,4,0,2,1,2,0.36,0.81,0.3881,9,0
4,1,11,5,0,2,1,2,0.34,0.87,0.2836,18,0
4,1,11,6,0,2,1,3,0.32,0.81,0.4627,50,0
4,1,11,7,0,2,1,3,0.32,0.87,0.2537,107,0
4,1,11,8,0,2,1,3,0.32,0.87,0.2537,211,1
4,1,11,9,0,2,1,3,0.32,0.81,0.3284,110,0
4,1,11,10,0,2,1,3,0.3,0.75,0.3881,94,0
4,1,11,11,0,2,1,1,0.32,0.7,0.2537,155,1
4,1,11,12,0,2,1,1,0.34,0.61,0.2836,196,1
4,1,11,13,0,2,1,1,0.34,0.53,0.2537,218,1
4,1,11,14,0,2,1,1,0.38,0.46,0.3881,203,1
4,1,11,15,0,2,1,1,0.4,0.4,0.2985,217,1
4,1,11,16,0,2,1,1,0.38,0.4,0.2985,310,1
4,1,11,17,0,2,1,1,0.34,0.49,0.3582,608,1
4,1,11,18,0,2,1,1,0.34,0.49,0.2836,559,1
4,1,11,19,0,2,1,1,0.32,0.49,0.3582,356,1
4,1,11,20,0,2,1,1,0.3,0.49,0.3582,223,1
4,1,11,21,0,2,1,1,0.3,0.49,0.3582,187,1
4,1,11,22,0,2,1,1,0.26,0.56,0.3284,135,0
4,1,11,23,0,2,1,1,0.26,0.56,0.2985,84,0
4,1,11,0,0,3,1,1,0.26,0.56,0.2836,24,0
4,1,11,1,0,3,1,1,0.24,0.6,0.2985,12,0
4,1,11,2,0,3,1,1,0.24,0.6,0.2985,1,0
4,1,11,3,0,3,1,1,0.24,0.65,0.2239,5,0
4,1,11,4,0,3,1,1,0.22,0.69,0.194,6,0
4,1,11,5,0,3,1,1,0.22,0.69,0.194,39,0
4,1,11,6,0,3,1,1,0.24,0.65,0.194,146,1
4,1,11,7,0,3,1,1,0.24,0.65,0.2836,415,1
4,1,11,8,0,3,1,1,0.28,0.56,0.2985,691,1
4,1,11,9,0,3,1,1,0.3,0.52,0.3881,332,1
4,1,11,10,0,3,1,1,0.32,0.45,0.3582,171,1
4,1,11,11,0,3,1,1,0.32,0.49,0.2537,151,1
4,1,11,12,0,3,1,1,0.34,0.46,0.0896,240,1
4,1,11,13,0,3,1,1,0.36,0.43,0.2537,214,1
4,1,11,14,0,3,1,1,0.36,0.43,0.1343,181,1
4,1,11,15,0,3,1,1,0.36,0.43,0.2836,260,1
4,1,11,16,0,3,1,1,0.34,0.46,0.1045,321,1
4,1,11,17,0,3,1,1,0.32,0.49,0.194,583,1
4,1,11,18,0,3,1,1,0.32,0.53,0.1642,567,1
4,1,11,19,0,3,1,1,0.3,0.52,0.1642,396,1
4,1,11,20,0,3,1,1,0.3,0.52,0.0896,267,1
4,1,11,21,0,3,1,1,0.3,0.56,0.0896,213,1
4,1,11,22,0,3,1,1,0.28,0.61,0.0896,173,1
4,1,11,23,0,3,1,1,0.24,0.7,0.1343,87,0
4,1,11,0,0,4,1,2,0.26,0.65,0.0896,34,0
4,1,11,1,0,4,1,2,0.26,0.65,0.1045,16,0
4,1,11,2,0,4,1,2,0.26,0.7,0.1642,7,0
4,1,11,3,0,4,1,2,0.26,0.7,0.0896,2,0
4,1,11,4,0,4,1,2,0.28,0.65,0.1343,5,0
4,1,11,5,0,4,1,2,0.3,0.61,0.2239,37,0
4,1,11,6,0,4,1,2,0.3,0.65,0.2537,147,1
4,1,11,7,0,4,1,2,0.3,0.65,0.194,410,1
4,1,11,8,0,4,1,2,0.3,0.61,0.2239,646,1
4,1,11,9,0,4,1,2,0.32,0.61,0.194,323,1
4,1,11,10,0,4,1,2,0.32,0.66,0.1343,153,1
4,1,11,11,0,4,1,2,0.34,0.61,0.1343,166,1
4,1,11,12,0,4,1,2,0.36,0.62,0.1045,213,1
4,1,11,13,0,4,1,2,0.38,0.54,0.1045,217,1
4,1,11,14,0,4,1,2,0.38,0.54,0.1642,201,1
4,1,11,15,0,4,1,2,0.38,0.58,0.1642,217,1
4,1,11,16,0,4,1,2,0.36,0.57,0.194,342,1
4,1,11,17,0,4,1,2,0.36,0.57,0.2239,563,1
4,1,11,18,0,4,1,2,0.36,0.57,0.194,573,1
4,1,11,19,0,4,1,2,0.34,0.61,0.1343,386,1
4,1,11,20,0,4,1,1,0.34,0.61,0.1045,285,1
4,1,11,21,0,4,1,2,0.32,0.66,0.1045,224,1
4,1,11,22,0,4,1,2,0.32,0.66,0.1642,153,1
4,1,11,23,0,4,1,2,0.32,0.61,0.1642,125,0
4,1,11,0,0,5,1,2,0.32,0.66,0.1045,65,0
4,1,11,1,0,5,1,2,0.3,0.65,0.0896,21,0
4,1,11,2,0,5,1,2,0.3,0.7,0.1642,9,0
4,1,11,3,0,5,1,2,0.3,0.65,0.1343,6,0
4,1,11,4,0,5,1,2,0.3,0.65,0.1045,5,0
4,1,11,5,0,5,1,2,0.3,0.65,0.0896,36,0
4,1,11,6,0,5,1,2,0.3,0.61,0.0896,130,0
4,1,11,7,0,5,1,2,0.3,0.61,0.1642,367,1
4,1,11,8,0,5,1,2,0.32,0.57,0.1343,711,1
4,1,11,9,0,5,1,1,0.34,0.53,0.1045,351,1
4,1,11,10,0,5,1,1,0.34,0.53,0.194,198,1
4,1,11,11,0,5,1,1,0.38,0.43,0.2239,218,1
4,1,11,12,0,5,1,1,0.4,0.43,0.2836,290,1
4,1,11,13,0,5,1,1,0.42,0.38,0.194,278,1
4,1,11,14,0,5,1,1,0.42,0.35,0.1045,251,1
4,1,11,15,0,5,1,1,0.42,0.38,0.1343,267,1
4,1,11,16,0,5,1,1,0.42,0.35,0.2836,383,1
4,1,11,17,0,5,1,1,0.36,0.46,0.194,580,1
4,1,11,18,0,5,1,1,0.34,0.53,0.1642,505,1
4,1,11,19,0,5,1,1,0.36,0.46,0.2239,332,1
4,1,11,20,0,5,1,1,0.36,0.46,0.2537,227,1
4,1,11,21,0,5,1,1,0.34,0.49,0.194,178,1
4,1,11,22,0,5,1,1,0.32,0.53,0.2537,162,1
4,1,11,23,0,5,1,1,0.32,0.53,0.2239,128,0
4,1,11,0,0,6,0,1,0.3,0.52,0.1642,106,0
4,1,11,1,0,6,0,1,0.26,0.6,0.194,87,0
4,1,11,2,0,6,0,1,0.26,0.65,0.194,49,0
4,1,11,3,0,6,0,1,0.26,0.65,0.194,21,0
4,1,11,4,0,6,0,1,0.24,0.7,0.194,7,0
4,1,11,5,0,6,0,1,0.24,0.7,0.1642,11,0
4,1,11,6,0,6,0,1,0.24,0.7,0.2239,21,0
4,1,11,7,0,6,0,1,0.24,0.7,0.194,78,0
4,1,11,8,0,6,0,1,0.26,0.65,0.2239,168,1
4,1,11,9,0,6,0,1,0.34,0.49,0.2239,248,1
4,1,11,10,0,6,0,1,0.36,0.46,0.2537,320,1
4,1,11,11,0,6,0,1,0.38,0.43,0.194,423,1
4,1,11,12,0,6,0,1,0.4,0.4,0.1642,476,1
4,1,11,13,0,6,0,1,0.42,0.38,0.2537,525,1
4,1,11,14,0,6,0,1,0.42,0.38,0.194,555,1
4,1,11,15,0,6,0,1,0.42,0.35,0.2985,549,1
4,1,11,16,0,6,0,1,0.4,0.4,0.2239,469,1
4,1,11,17,0,6,0,1,0.38,0.4,0.1642,403,1
4,1,11,18,0,6,0,1,0.36,0.5,0.1045,271,1
4,1,11,19,0,6,0,1,0.34,0.53,0.0896,253,1
4,1,11,20,0,6,0,2,0.34,0.66,0.0896,172,1
4,1,11,21,0,6,0,2,0.32,0.57,0.1045,139,0
4,1,11,22,0,6,0,2,0.32,0.57,0.1045,145,1
4,1,11,23,0,6,0,2,0.3,0.7,0.1045,133,0
4,1,11,0,0,0,0,2,0.3,0.7,0.1642,129,0
4,1,11,1,0,0,0,1,0.3,0.7,0.194,95,0
4,1,11,2,0,0,0,1,0.28,0.81,0.1045,73,0
4,1,11,3,0,0,0,2,0.3,0.81,0.1642,46,0
4,1,11,4,0,0,0,2,0.3,0.81,0.194,12,0
